Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng
164,7319,38,0,1,0,30,0,3,0,38,0,53.25,-2.13
130,7417,48,0,1,0,40,0,0,0,48,0,42.9833,47.4833
77,2589,45,0,1,0,37,0,4,0,45,0,35.3333,139.4
42,1627,73,2,1,0,15,0,0,0,73,2,6.65,-4.2
162,1721,58,2,1,0,39,0,2,0,58,2,70.767,97.5
166,1746,70,2,1,0,46,0,5,0,70,2,41.2843,-72.7979
134,1925,144,4,1,0,53,1,0,0,144,4,26.3333,43.9667
161,1966,102,4,6,0,30,0,2,0,102,4,0.775,33.625
22,2217,56,2,1,0,8,0,1,0,56,2,-20.0819,-49.9139
166,2398,74,2,2,0,40,0,10,0,74,2,40.8681,-73.0821
122,6139,16,0,0,0,16,0,0,0,13,0,5.9833,124.6167
130,6268,48,0,1,0,32,0,0,0,48,0,52.75,32.2333
58,6349,30,0,0,0,30,0,1,0,27,0,48.8417,9.3611
96,5864,42,0,1,0,14,0,0,0,42,0,11.9333,-8.4167
155,5880,56,2,1,0,27,0,0,0,56,2,7.4067,99.515
69,6075,181,3,3,0,94,1,4,0,181,3,22.97,88.26
130,6443,31,0,1,0,31,0,0,0,30,0,56.4333,38.2333
77,5835,43,0,1,0,43,0,1,0,36,0,36.4393,139.9099
88,4290,21,0,0,0,17,0,0,0,21,0,6.998,-9.473
166,3716,67,2,2,0,9,0,22,0,67,2,33.0492,-117.261
166,3823,40,0,1,0,40,0,4,0,25,0,41.5903,-81.5188
54,3969,145,4,1,0,34,0,1,0,145,4,45.3881,4.2872
166,3694,59,2,1,0,21,0,6,0,59,2,32.747,-111.5992
166,4194,48,0,1,0,48,0,3,0,42,0,40.0251,-82.8637
166,4755,60,2,1,0,8,0,17,0,60,2,28.1102,-81.6157
114,4762,46,0,1,0,46,0,1,0,22,0,59.1264,11.4828
122,4968,54,2,1,0,26,0,1,0,54,2,14.8333,120.5
166,5035,75,2,2,0,17,0,19,0,75,2,41.0074,-74.044
69,5353,131,4,1,0,34,0,0,0,131,4,17.1773,75.9526
146,5555,49,0,1,0,31,0,0,0,49,0,42.55,-0.55
138,5767,40,0,1,0,17,0,0,0,40,0,8.2772,-10.5739
75,4102,65,2,2,0,48,0,8,0,65,2,40.9333,14.2833
164,4329,78,2,1,0,27,0,0,0,78,2,19.2866,-81.3744
70,11631,52,2,1,0,29,0,0,0,52,2,-7.3497,108.1106
162,11700,70,2,1,0,35,0,1,0,70,2,51.5206,30.7569
33,5679,207,5,7,0,207,4,9,0,170,3,23.5287,116.6149
162,11768,40,0,1,0,40,0,1,0,9,0,49.9942,36.0264
58,11995,52,2,1,0,29,0,3,0,52,2,50.7083,12.7783
166,6821,49,0,1,0,19,0,5,0,49,0,38.0332,-84.9031
58,7191,31,0,1,0,29,0,4,0,31,0,52.2764,7.9167
34,7393,81,2,1,0,22,0,1,0,81,2,11.3778,-72.2389
122,7478,84,2,1,0,26,0,1,0,84,2,16.0439,120.4856
166,7759,67,2,2,0,29,0,8,0,67,2,34.7821,-82.3032
58,7832,34,0,1,0,27,0,3,0,34,0,50.55,10.4167
162,6452,47,0,1,0,37,0,0,0,47,0,49.05,38.2167
32,6627,74,2,3,0,2,0,5,0,74,2,-29.9,-71.25
161,7790,75,2,2,0,26,0,0,0,75,2,1.0806,34.175
122,8220,31,0,1,0,16,0,0,0,31,0,7.7053,125.9903
146,8983,33,0,1,0,33,0,2,0,28,0,38.385,-0.768
166,8287,57,2,1,0,25,0,5,0,57,2,35.3682,-120.8482
155,8460,56,2,1,0,30,0,0,0,56,2,17.4692,104.102
136,10165,86,2,1,0,47,0,0,0,86,2,42.6633,21.1622
149,10341,51,2,1,0,20,0,0,0,51,2,13.185,32.744
75,10359,56,2,1,0,46,0,0,0,56,2,37.4047,13.5339
99,10050,39,0,0,0,30,0,0,0,39,0,-20.1644,57.5042
58,6743,60,2,2,0,29,0,6,0,60,2,51.9381,10.335
166,6758,53,2,1,0,30,0,9,0,53,2,39.9408,-75.276
174,7339,14,0,0,0,13,0,0,0,14,0,-5.2167,145.8
109,7163,35,0,1,0,29,0,5,0,35,0,51.9667,4.95
109,7189,52,2,1,0,19,0,8,0,52,2,52.2667,7.0
22,7318,19,0,0,0,19,0,0,0,15,0,22.2006,113.5461
130,6256,35,0,1,0,33,0,0,0,35,0,59.05,57.6667
166,9491,63,2,1,0,19,0,10,0,63,2,25.6211,-80.3616
58,9677,59,2,1,0,36,0,2,0,59,2,47.8,10.9333
58,13601,60,2,1,0,37,0,2,0,60,2,48.6886,9.4222
166,13622,46,0,1,0,33,0,3,0,46,0,46.8573,-96.9057
96,8554,164,3,1,0,37,0,0,0,164,3,34.6844,135.805
130,8616,26,0,1,0,26,0,3,0,25,0,56.0,90.3833
69,8862,74,2,2,0,19,0,3,0,74,2,25.52,91.27
166,8885,51,2,1,0,29,0,5,0,51,2,38.9306,-121.082
109,4430,30,0,1,0,30,0,3,0,26,0,51.5,3.8833
22,5728,157,3,5,0,2,0,18,0,157,3,-23.9319,-47.0686
69,5771,144,4,2,0,131,3,0,0,144,4,29.8015,76.3998
58,5802,58,2,1,0,37,0,2,0,58,2,50.5497,6.5497
147,5813,63,2,0,0,22,0,0,0,63,2,6.5869,79.9603
130,5411,35,0,1,0,35,0,1,0,33,0,52.2833,104.2833
144,4402,139,4,3,0,7,0,10,0,139,4,-28.1833,30.15
58,6750,56,2,1,0,37,0,4,0,56,2,49.4944,10.7947
9,6916,56,2,1,0,45,0,1,0,56,2,48.2792,14.2528
130,7283,35,0,1,0,35,0,0,0,35,0,60.65,47.2833
69,7825,175,3,1,0,37,0,0,0,175,3,23.5,73.5
143,8119,31,0,0,0,19,0,0,0,31,0,2.0392,45.3419
80,8446,23,0,1,0,23,0,0,0,23,0,-0.9333,38.05
155,10874,60,2,1,0,34,0,0,0,60,2,6.7012,101.6181
22,10604,92,2,3,0,0,0,7,0,92,2,-19.9289,-43.1739
155,11209,72,2,2,0,72,1,0,0,71,2,6.6147,100.0681
22,11319,39,0,1,0,17,0,0,0,39,0,-27.1489,-52.3108
71,13955,155,3,1,0,54,1,0,0,155,3,31.8822,54.3397
166,14030,57,2,1,0,31,0,8,0,57,2,39.1357,-121.6383
166,14084,75,2,2,0,36,0,10,0,75,2,39.9565,-82.0132
135,14173,153,3,1,0,25,0,1,0,153,3,12.5833,-16.2667
162,14193,50,0,1,0,37,0,0,0,50,0,49.8075,24.9031
166,4406,52,2,1,0,52,1,1,0,39,0,38.9833,-76.804
130,4480,39,0,1,0,39,0,2,0,37,0,44.6333,39.1333
166,4676,65,2,2,0,38,0,9,0,65,2,41.3345,-72.7004
8,4722,25,0,0,0,25,0,3,0,17,0,-26.19,152.6655
77,4778,52,2,1,0,47,0,2,0,52,2,34.9,132.0833
166,4881,51,2,1,0,44,0,1,0,51,2,41.2055,-74.0384
58,4919,64,2,1,0,53,1,0,0,64,2,48.6761,10.1544
166,5615,65,2,1,0,65,1,4,0,56,2,38.3933,-86.9402
69,5620,184,3,5,0,63,1,12,0,184,3,25.73,82.68
33,5673,158,3,6,0,105,3,15,0,158,3,35.4,116.5667
174,5785,45,0,1,0,25,0,0,0,45,0,6.5667,124.05
130,5861,39,0,1,0,39,0,0,0,8,0,54.5667,54.1167
53,5991,36,0,1,0,36,0,0,0,2,0,62.4319,22.1794
77,6003,48,0,1,0,48,0,3,0,44,0,35.5167,139.7
130,6343,34,0,1,0,34,0,1,0,21,0,55.1,61.6167
34,6578,99,2,3,0,0,0,8,0,99,2,-32.7867,-71.1972
67,12195,50,0,1,0,44,0,0,0,50,0,46.651,20.258
69,12978,152,3,1,0,39,0,0,0,152,3,23.3379,75.5593
113,13055,150,3,7,0,22,0,5,0,150,3,5.05,7.9333
54,13087,84,2,3,0,16,0,10,0,84,2,48.745,2.4672
44,13249,34,0,1,0,34,0,3,0,29,0,56.4333,9.4
29,13259,59,2,1,0,25,0,2,0,59,2,46.05,-71.9667
54,13321,79,2,2,0,19,0,7,0,79,2,48.955,2.541
144,13324,96,2,3,0,20,0,3,0,96,2,-27.0333,28.6
166,13525,62,2,2,0,18,0,17,0,62,2,41.5582,-73.0361
166,13552,44,0,2,0,30,0,4,0,44,0,37.1412,-94.4676
166,12086,46,0,2,0,34,0,5,0,46,0,33.0016,-80.1799
77,792,37,0,1,0,37,0,2,0,19,0,35.4333,139.4333
58,835,47,0,1,0,36,0,1,0,47,0,51.8719,10.0253
58,1327,65,2,2,0,22,0,11,0,65,2,51.6167,7.6333
58,1512,55,2,1,0,37,0,2,0,55,2,51.7953,10.9622
30,1683,74,2,2,0,17,0,0,0,74,2,6.4833,17.45
54,113,47,0,1,0,47,0,0,0,31,0,43.3108,3.4758
144,268,82,2,1,0,0,0,18,0,82,2,-30.7,26.7
22,549,63,2,1,0,23,0,1,0,63,2,-21.7939,-48.1758
69,680,158,3,3,0,76,1,2,0,158,3,24.58,77.73
58,11583,61,2,1,0,54,1,0,0,61,2,48.0867,9.2164
58,12501,64,2,1,0,64,1,0,0,62,2,47.6708,9.5875
100,12557,60,2,1,0,24,0,0,0,60,2,20.3953,-89.5339
121,12856,47,0,1,0,23,0,0,0,47,0,-3.5708,-80.4597
102,12955,44,0,1,0,30,0,0,0,44,0,47.9203,106.9172
174,13078,22,0,1,0,22,0,0,0,22,0,1.25,-79.0
166,11906,29,0,0,0,25,0,1,0,29,0,30.0613,-95.383
130,11949,53,2,1,0,38,0,2,0,53,2,43.1126,45.7339
58,11970,43,0,1,0,43,0,0,0,24,0,53.3667,10.1167
164,12007,26,0,1,0,26,0,1,0,23,0,54.902,-5.027
166,12020,53,2,1,0,39,0,2,0,53,2,41.3128,-81.8313
130,12120,40,0,1,0,40,0,0,0,15,0,53.0167,32.3833
77,12258,90,2,2,0,27,0,14,0,90,2,34.8511,136.9147
122,12310,120,4,2,0,28,0,6,0,120,4,14.4972,121.2864
5,12312,23,0,0,0,23,0,0,0,23,0,-37.3167,-59.1333
22,12332,41,0,1,0,20,0,0,0,41,0,-23.5328,-49.2439
58,11265,33,0,0,0,33,0,0,0,17,0,54.5181,9.5703
135,11749,162,3,2,0,17,0,2,0,162,3,13.8833,-16.3667
146,10855,34,0,1,0,34,0,2,0,22,0,43.35,-8.25
130,12066,32,0,1,0,30,0,2,0,32,0,56.9167,62.05
77,4481,41,0,1,0,41,0,1,0,33,0,34.4667,135.7333
164,4929,38,0,1,0,26,0,2,0,38,0,56.0166,-4.7333
109,5043,33,0,0,0,33,0,1,0,15,0,52.2333,5.1667
162,5171,39,0,1,0,39,0,0,0,13,0,50.118,32.4396
33,5187,178,3,3,0,178,2,2,0,118,4,28.65,121.25
22,4228,21,0,0,0,12,0,1,0,21,0,-13.7439,-39.4869
164,4356,43,0,1,0,33,0,2,0,43,0,36.1333,-5.35
22,5505,127,4,3,0,5,0,11,0,127,4,-23.0058,-46.8389
141,5644,70,2,1,0,25,0,2,0,70,2,46.4366,14.0602
94,5700,107,4,1,0,35,0,3,0,107,4,1.4556,103.7611
122,5795,43,0,1,0,20,0,0,0,43,0,7.7464,124.7475
172,6002,19,0,0,0,19,0,0,0,16,0,-9.7914,29.0789
164,8310,32,0,1,0,24,0,4,0,32,0,55.7839,-3.9852
8,8326,18,0,0,0,18,0,0,0,14,0,-37.8294,140.7828
119,8327,11,0,0,0,11,0,0,0,6,0,-5.86,144.24
22,8583,24,0,0,0,23,0,0,0,24,0,-6.9838,-60.2699
69,8611,155,3,3,0,140,3,1,0,155,3,25.5431,85.924
164,7195,30,0,0,0,30,0,3,0,16,0,51.6494,0.0735
122,7368,55,2,1,0,25,0,0,0,55,2,13.6619,123.1903
145,7427,59,2,1,0,13,0,0,0,59,2,9.55,31.65
146,7540,73,2,1,0,25,0,3,0,73,2,41.7264,1.8292
61,7784,104,4,4,0,6,0,14,0,104,4,14.5333,-91.5
54,7930,67,2,1,0,23,0,5,0,67,2,48.8123,2.2382
144,6986,107,4,3,0,17,0,6,0,107,4,-26.15,26.1667
77,6507,29,0,1,0,29,0,1,0,18,0,34.3358,132.5847
161,6571,61,2,2,0,15,0,0,0,61,2,0.61,30.6442
75,9808,152,3,4,0,17,0,6,0,152,3,45.1058,7.5434
58,10227,52,2,1,0,36,0,2,0,52,2,51.0,6.8
58,10549,52,2,1,0,31,0,3,0,52,2,47.55,7.8
166,9543,59,2,1,0,35,0,3,0,59,2,36.0555,-90.5149
75,9173,45,0,1,0,29,0,5,0,45,0,40.9167,9.5
53,6527,33,0,1,0,33,0,0,0,3,0,62.8925,27.6783
54,6834,71,2,1,0,43,0,2,0,71,2,48.8967,2.1061
130,6849,39,0,1,0,39,0,0,0,14,0,53.0167,39.15
146,214,41,0,1,0,41,0,0,0,28,0,37.3833,-2.1333
164,227,36,0,1,0,33,0,1,0,36,0,51.2483,-0.7614
54,282,48,0,1,0,32,0,1,0,48,0,47.9686,0.1606
168,660,116,4,1,0,20,0,16,0,116,4,35.7972,139.5939
59,3613,38,0,1,0,25,0,0,0,38,0,7.3833,-1.3667
146,3815,43,0,1,0,43,0,0,0,21,0,36.4264,-5.1472
166,3859,53,2,1,0,17,0,5,0,53,2,64.8353,-147.6533
164,3893,37,0,1,0,24,0,4,0,37,0,50.85,-1.18
61,4080,68,2,2,0,17,0,3,0,68,2,14.4622,-90.4386
15,4081,55,2,1,0,42,0,1,0,55,2,50.4088,3.8906
166,2973,79,2,1,0,79,1,3,0,34,0,39.0334,-84.5166
166,3010,57,2,1,0,39,0,6,0,57,2,41.6122,-72.6638
69,7437,71,2,1,0,19,0,4,0,71,2,12.38,77.08
105,7528,44,0,0,0,30,0,0,0,44,0,-24.7117,33.8828
77,3148,39,0,1,0,39,0,0,0,36,0,37.8191,140.563
166,3246,46,0,1,0,32,0,4,0,46,0,33.955,-116.5429
54,3300,142,4,1,0,31,0,2,0,142,4,47.3167,5.0167
166,4574,38,0,0,0,28,0,1,0,38,0,29.9101,-90.0515
164,4974,34,0,0,0,34,0,0,0,27,0,51.37,1.13
162,5145,44,0,1,0,35,0,5,0,44,0,48.3336,38.0925
69,5157,84,2,2,0,19,0,5,0,84,2,13.0721,77.7892
166,5201,44,0,1,0,44,0,1,0,44,0,39.8595,-84.113
166,5239,32,0,1,0,32,0,1,0,28,0,37.1487,-113.3517
43,5377,66,2,2,0,22,0,0,0,66,2,-1.95,18.2667
116,5582,162,3,4,0,47,0,8,0,162,3,32.7667,74.2167
100,5685,153,3,2,0,36,0,4,0,153,3,18.8833,-99.1667
67,5806,62,2,1,0,62,1,0,0,53,2,46.5335,18.9858
15,5844,52,2,1,0,37,0,2,0,52,2,50.9413,4.5496
130,7880,42,0,1,0,42,0,0,0,22,0,55.7333,53.1167
130,8473,56,2,1,0,31,0,0,0,56,2,65.5333,72.5167
100,8598,60,2,1,0,19,0,3,0,60,2,28.4214,-100.7675
166,8930,50,0,1,0,44,0,1,0,50,0,41.9727,-71.5514
80,9064,150,3,4,0,19,0,3,0,150,3,-0.4167,36.95
166,10410,56,2,1,0,41,0,1,0,56,2,40.3031,-88.1549
58,10676,61,2,1,0,61,1,0,0,58,2,50.0167,8.8833
75,9888,52,2,1,0,52,1,0,0,30,0,40.3833,16.55
166,10347,38,0,2,0,37,0,4,0,38,0,37.8204,-85.9365
75,1286,47,0,1,0,46,0,2,0,47,0,41.1333,14.7833
162,1594,36,0,1,0,36,0,0,0,24,0,45.6855,28.6134
43,1613,34,0,1,0,23,0,0,0,34,0,-5.85,13.05
69,906,158,3,4,0,158,2,2,0,105,4,24.1,88.25
75,652,42,0,1,0,28,0,4,0,42,0,41.0833,9.3833
121,668,40,0,1,0,13,0,2,0,40,0,-7.7138,-79.1077
166,751,34,0,1,0,18,0,3,0,34,0,33.3645,-82.0708
166,781,35,0,2,0,31,0,6,0,35,0,41.4944,-82.0159
58,868,49,0,1,0,25,0,6,0,49,0,47.9211,9.7519
166,8950,133,4,4,0,4,0,34,0,133,4,33.9069,-118.0829
166,9181,53,2,1,0,20,0,10,0,53,2,28.0506,-82.6698
146,10005,22,0,1,0,22,0,2,0,22,0,42.4333,-8.6333
46,14081,23,0,1,0,3,0,1,0,23,0,19.9833,-102.2833
130,14108,50,0,1,0,31,0,2,0,50,0,56.65,43.4
166,13629,64,2,2,0,14,0,25,0,64,2,40.7041,-73.2954
58,13682,74,2,2,0,33,0,6,0,74,2,50.5667,8.5
166,13698,50,0,1,0,26,0,4,0,50,0,32.7554,-97.4605
166,13717,88,2,3,0,6,0,27,0,88,2,41.6072,-81.469
58,10753,60,2,1,0,36,0,2,0,60,2,48.1681,8.6247
130,11820,39,0,1,0,39,0,0,0,31,0,54.0333,90.25
6,13962,89,2,1,0,40,0,0,0,89,2,40.3217,44.4814
113,14099,78,2,2,0,43,0,0,0,78,2,11.0667,7.7
130,14106,39,0,1,0,39,0,0,0,30,0,56.4833,66.5333
33,14138,200,3,1,0,32,0,2,0,200,3,38.9355,100.4553
33,14212,170,3,8,0,7,0,24,0,170,3,27.705,106.9336
130,14216,39,0,1,0,32,0,1,0,39,0,55.9833,48.0167
166,11539,139,4,1,0,24,0,2,0,139,4,32.4653,-93.7955
129,11560,39,0,1,0,35,0,0,0,39,0,45.7928,24.1519
75,11821,45,0,1,0,23,0,5,0,45,0,40.7983,8.5772
58,3208,41,0,1,0,30,0,2,0,41,0,51.5264,12.3425
42,3331,52,2,1,0,18,0,0,0,52,2,5.8333,-5.3667
109,3350,36,0,0,0,32,0,1,0,36,0,52.0167,6.1333
100,12613,281,5,4,0,1,0,15,0,281,5,19.3151,-98.2362
146,12653,31,0,1,0,25,0,2,0,31,0,39.1578,-3.0208
130,12844,31,0,1,0,31,0,1,0,24,0,54.2,37.6167
69,12963,85,2,0,0,26,0,0,0,85,2,17.84,76.6217
69,12995,158,3,0,0,26,0,0,0,158,3,21.73,70.28
109,13062,44,0,1,0,24,0,4,0,44,0,50.7667,6.0167
162,13154,56,2,1,0,39,0,0,0,56,2,49.0167,31.0667
14,13158,36,0,0,0,36,0,0,0,29,0,53.1667,24.4667
166,13526,47,0,1,0,32,0,6,0,47,0,52.2567,-7.1292
166,13547,46,0,1,0,26,0,2,0,46,0,31.2108,-82.3579
33,13589,88,2,3,0,88,1,1,0,81,2,19.6167,110.75
58,13814,68,2,1,0,36,0,1,0,68,2,47.9133,11.4278
130,14068,33,0,1,0,33,0,1,0,21,0,52.4,38.9333
166,1245,40,0,1,0,34,0,5,0,40,0,47.5951,-122.1535
130,1691,31,0,1,0,31,0,0,0,25,0,42.665,46.22
25,1962,97,2,3,0,16,0,1,0,97,2,-3.95,29.6167
124,347,34,0,0,0,33,0,3,0,34,0,38.7333,-9.2333
122,442,63,2,1,0,23,0,1,0,63,2,14.5234,121.1536
22,2282,32,0,0,0,13,0,0,0,32,0,-9.1619,-40.9708
166,2881,78,2,1,0,23,0,4,0,78,2,35.0753,-92.4692
140,8808,48,0,1,0,30,0,1,0,48,0,48.3069,18.0864
6,11898,51,2,1,0,36,0,0,0,51,2,40.8372,44.2675
15,12562,39,0,1,0,30,0,3,0,39,0,50.8,4.9333
166,12107,34,0,1,0,34,0,1,0,17,0,46.3157,-120.0058
130,12125,34,0,1,0,34,0,0,0,23,0,61.25,73.4333
166,12145,83,2,2,0,12,0,20,0,83,2,34.0508,-84.0686
130,12161,39,0,1,0,39,0,1,0,28,0,61.1167,28.85
100,12303,34,0,1,0,24,0,2,0,34,0,22.2553,-97.8686
166,12492,40,0,2,0,38,0,9,0,40,0,29.9014,-90.0279
155,12551,53,2,0,0,16,0,0,0,53,2,8.1669,99.6745
22,12619,25,0,0,0,8,0,1,0,25,0,-11.1839,-37.9978
166,12741,52,2,1,0,24,0,11,0,52,2,37.7269,-121.4523
58,12958,59,2,1,0,35,0,3,0,59,2,48.4,9.9833
58,3314,29,0,0,0,29,0,1,0,26,0,48.6333,12.5
130,3357,54,2,1,0,26,0,7,0,54,2,55.9333,37.5
130,6127,36,0,1,0,30,0,2,0,36,0,56.25,38.0
155,5858,40,0,0,0,19,0,0,0,40,0,14.0194,99.5311
15,6420,36,0,1,0,29,0,3,0,36,0,50.8619,4.4572
34,6636,111,4,4,0,1,0,7,0,111,4,4.9167,-75.8333
166,7753,41,0,1,0,34,0,6,0,41,0,39.4774,-88.3623
166,7861,51,2,2,0,16,0,8,0,51,2,44.2125,-88.4271
121,12213,31,0,1,0,12,0,2,0,31,0,-18.0147,-70.2489
69,12284,152,3,0,0,28,0,0,0,152,3,21.5607,74.22
75,12775,47,0,1,0,47,0,1,0,25,0,45.6503,13.7703
75,12780,53,2,1,0,48,0,1,0,53,2,41.35,16.1
77,12821,60,2,1,0,60,1,0,0,21,0,35.1771,136.7413
77,12951,48,0,1,0,48,0,0,0,23,0,34.8844,135.7997
69,13000,78,2,0,0,26,0,0,0,78,2,14.95,77.27
144,13200,156,3,8,0,4,0,13,0,156,3,-28.0833,27.1333
130,13362,51,2,1,0,33,0,2,0,51,2,43.04,44.6775
166,13473,82,2,2,0,18,0,30,0,82,2,33.9682,-118.222
166,13533,50,0,1,0,30,0,7,0,50,0,36.9206,-121.7708
58,13560,31,0,0,0,24,0,3,0,31,0,51.6267,6.1967
58,852,32,0,1,0,26,0,3,0,32,0,50.3219,10.2161
109,1190,30,0,1,0,30,0,3,0,27,0,53.3,6.6
9,1473,26,0,0,0,26,0,1,0,17,0,47.4172,13.2194
54,1699,30,0,0,0,30,0,1,0,17,0,47.1775,-1.6214
162,1833,56,2,1,0,38,0,1,0,56,2,50.5111,30.79
166,1837,52,2,1,0,24,0,1,0,52,2,31.7127,-98.9767
122,2053,54,2,1,0,24,0,1,0,54,2,8.5583,123.6417
75,2309,59,2,1,0,34,0,2,0,59,2,45.05,9.4333
100,10200,16,0,1,0,10,0,1,0,16,0,17.1576,-92.8973
166,8002,37,0,1,0,37,0,0,0,35,0,42.1565,-71.5188
166,8031,59,2,2,0,38,0,8,0,59,2,40.747,-73.6394
124,8128,42,0,1,0,42,0,0,0,19,0,38.65,-8.9833
166,3549,68,2,2,0,25,0,7,0,68,2,41.0023,-75.1779
69,3151,150,3,3,0,139,3,1,0,150,3,25.03,84.4
85,3152,34,0,1,0,34,0,0,0,26,0,55.875,26.5356
128,3360,59,2,1,0,41,0,0,0,59,2,41.4264,21.4536
166,3681,39,0,1,0,27,0,9,0,39,0,39.6066,-75.8209
166,7905,30,0,1,0,30,0,3,0,22,0,42.8547,-71.5188
64,8695,61,2,0,0,20,0,0,0,61,2,6.25,-57.5167
166,8730,55,2,2,0,20,0,12,0,55,2,41.5531,-74.0599
166,9562,72,2,1,0,24,0,3,0,72,2,48.8567,2.3522
26,10122,40,0,0,0,40,0,0,0,27,0,14.918,-23.509
130,11747,46,0,1,0,29,0,1,0,46,0,59.4667,40.1167
75,12186,56,2,1,0,31,0,3,0,56,2,43.0407,-76.1437
58,4299,33,0,0,0,33,0,1,0,32,0,53.4375,10.3675
130,4451,48,0,1,0,36,0,0,0,48,0,56.3819,68.3715
22,5517,37,0,1,0,5,0,0,0,37,0,-5.135,-49.3269
138,1541,50,0,1,0,11,0,0,0,50,0,7.9564,-11.74
166,1745,64,2,1,0,24,0,3,0,64,2,27.9367,-82.3
75,2307,37,0,1,0,37,0,3,0,34,0,44.5667,11.3667
166,21,41,0,1,0,23,0,2,0,41,0,50.1058,1.8358
75,654,52,2,1,0,52,1,2,0,38,0,40.9167,14.2667
77,678,48,0,1,0,48,0,0,0,19,0,34.7278,135.3033
58,866,39,0,1,0,25,0,2,0,39,0,48.4931,9.3986
58,871,41,0,1,0,26,0,3,0,41,0,49.5,10.4167
24,3126,38,0,1,0,12,0,0,0,38,0,11.1436,-3.0628
174,3328,128,4,0,0,29,0,0,0,128,4,20.715,70.9844
144,3040,262,5,16,0,3,0,15,0,262,5,-25.6728,28.5208
69,3055,79,2,0,0,21,0,0,0,79,2,15.25,74.1
174,4035,47,0,1,0,47,0,0,0,32,0,41.2667,13.6167
75,2566,42,0,1,0,42,0,1,0,21,0,44.3167,9.3333
164,4825,52,2,0,0,36,0,2,0,52,2,51.779,0.128
69,6129,63,2,3,0,36,0,2,0,63,2,24.065,91.605
33,6525,49,0,1,0,21,0,2,0,49,0,25.0433,102.7061
166,6598,59,2,2,0,29,0,14,0,59,2,41.8308,-87.8723
58,6649,53,2,1,0,31,0,3,0,53,2,49.4667,8.6167
146,6786,37,0,1,0,37,0,0,0,16,0,28.1272,-15.4314
75,7375,38,0,1,0,38,0,2,0,23,0,43.15,12.2
58,10579,28,0,0,0,28,0,1,0,28,0,51.8,8.4333
77,8777,42,0,1,0,42,0,0,0,31,0,37.9161,139.0364
75,8856,57,2,1,0,24,0,10,0,57,2,44.6777,11.043
130,9015,52,2,1,0,29,0,2,0,52,2,51.3167,39.2167
166,276,51,2,1,0,28,0,8,0,51,2,42.2595,-83.2107
94,11562,61,2,3,0,21,0,0,0,61,2,2.3,111.8167
124,9855,42,0,1,0,36,0,2,0,42,0,38.631,-8.914
164,11759,49,0,1,0,5,0,11,0,49,0,52.413,-1.778
166,11884,50,0,1,0,33,0,8,0,50,0,47.0979,-122.4233
33,3380,159,3,3,0,159,2,3,0,121,4,32.8534,120.3037
22,3759,27,0,0,0,11,0,2,0,27,0,-27.6339,-52.2739
159,4295,46,0,1,0,46,0,0,0,36,0,39.0417,29.41
166,3621,71,2,2,0,5,0,27,0,71,2,32.8017,-116.9604
166,228,62,2,2,0,21,0,10,0,62,2,47.8146,-122.2672
130,407,18,0,1,0,18,0,1,0,9,0,64.7333,177.5167
166,524,56,2,1,0,31,0,0,0,56,2,44.278,-88.3892
130,614,48,0,1,0,48,0,1,0,28,0,45.0,41.1167
22,753,22,0,0,0,19,0,0,0,22,0,-1.0219,-46.645
110,765,28,0,0,0,28,0,0,0,12,0,-21.207,-159.771
75,775,54,2,1,0,54,1,0,0,40,0,40.7314,15.7166
164,794,34,0,1,0,30,0,1,0,34,0,51.8168,-0.8124
22,2937,11,0,0,0,11,0,0,0,3,0,-13.3428,-44.6369
166,2958,51,2,1,0,42,0,2,0,51,2,44.8161,-92.9274
166,2805,122,4,1,0,19,0,2,0,122,4,30.5852,-96.2959
58,4989,61,2,1,0,53,1,0,0,61,2,49.57,10.8819
166,5006,54,2,1,0,28,0,0,0,54,2,47.398,-92.9486
58,5089,53,2,1,0,45,0,0,0,53,2,51.4833,9.4
75,5343,74,2,1,0,74,1,0,0,42,0,43.6833,11.25
116,5648,168,3,5,0,33,0,11,0,168,3,32.9425,73.7256
111,5678,37,0,1,0,26,0,0,0,37,0,11.8472,-86.1997
147,5805,56,2,1,0,24,0,1,0,56,2,7.4167,81.8167
130,5957,54,2,1,0,39,0,0,0,54,2,42.8803,47.6383
23,6012,56,2,1,0,48,0,0,0,56,2,42.6167,25.4
100,3207,72,2,1,0,33,0,0,0,72,2,28.1931,-105.4717
174,10859,88,2,1,0,88,1,1,0,14,0,28.008,-82.6964
54,2967,74,2,1,0,44,0,1,0,74,2,48.6239,2.4294
130,1588,29,0,1,0,29,0,0,0,9,0,59.4833,33.8333
54,1840,42,0,1,0,42,0,0,0,22,0,51.2089,3.2242
5,2115,54,2,1,0,23,0,4,0,54,2,-34.1667,-58.9167
166,2149,43,0,1,0,33,0,1,0,43,0,42.8608,-77.3182
75,2207,86,2,1,0,58,1,0,0,86,2,45.4978,9.6431
73,2231,50,0,1,0,42,0,0,0,50,0,52.8306,-6.9317
69,9466,50,0,0,0,25,0,0,0,50,0,10.99,77.2
22,9665,30,0,0,0,14,0,0,0,30,0,-5.4539,-39.7169
61,8254,53,2,1,0,10,0,1,0,53,2,15.4725,-88.8414
